    20    9.9999994e-01    7.9310994e+00      7    2.9310993e+00
    40    1.9999999e+00    1.0941902e+01     10    3.0108024e+00
    60    2.9999998e+00    1.4023800e+01     14    3.0818985e+00
    80    3.9999998e+00    1.7151713e+01     17    3.1279135e+00
   100    4.9999995e+00    2.0302605e+01     20    3.1508919e+00
   120    5.9999995e+00    2.3467444e+01     23    3.1648399e+00
   140    6.9999995e+00    2.6645957e+01     26    3.1785132e+00
   160    7.9999995e+00    2.9845583e+01     29    3.1996262e+00
   180    8.9999990e+00    3.3079119e+01     33    3.2335358e+00
   200    9.9999990e+00    3.6311314e+01     36    3.2321952e+00
   220    1.0999999e+01    3.9533188e+01     39    3.2218743e+00
   240    1.1999999e+01    4.2761523e+01     42    3.2283353e+00
   260    1.2999999e+01    4.6019137e+01     46    3.2576138e+00
   280    1.3999999e+01    4.9283681e+01     49    3.2645441e+00
   300    1.4999999e+01    5.2527681e+01     52    3.2440005e+00
   320    1.5999999e+01    5.5774755e+01     55    3.2470746e+00
   340    1.6999998e+01    5.9053342e+01     59    3.2785867e+00
   360    1.7999998e+01    6.2328392e+01     62    3.2750506e+00
   380    1.8999998e+01    6.5582972e+01     65    3.2545797e+00
   400    1.9999998e+01    6.8845977e+01     68    3.2630053e+00
   420    2.0999998e+01    7.2142146e+01     72    3.2961691e+00
   440    2.1999998e+01    7.5416530e+01     75    3.2743849e+00
   460    2.2999998e+01    7.8678189e+01     78    3.2616592e+00
   480    2.3999998e+01    8.1960708e+01     81    3.2825194e+00
   500    2.4999998e+01    8.5261789e+01     85    3.3010804e+00
   520    2.5999998e+01    8.8532710e+01     88    3.2709215e+00
   540    2.6999998e+01    9.1804766e+01     91    3.2720566e+00
   560    2.7999998e+01    9.5111245e+01     95    3.3064791e+00
   580    2.8999998e+01    9.8399389e+01     98    3.2881437e+00
   600    2.9999998e+01    1.0167066e+02    101    3.2712708e+00
   620    3.0999998e+01    1.0496238e+02    104    3.2917162e+00
   640    3.1999998e+01    1.0827209e+02    108    3.3097169e+00
   660    3.2999996e+01    1.1155008e+02    111    3.2779865e+00
   680    3.3999996e+01    1.1483115e+02    114    3.2810715e+00
   700    3.4999996e+01    1.1814688e+02    118    3.3157341e+00
   720    3.5999996e+01    1.2143757e+02    121    3.2906903e+00
   740    3.6999996e+01    1.2471534e+02    124    3.2777682e+00
   760    3.7999996e+01    1.2802116e+02    128    3.3058170e+00
   780    3.8999996e+01    1.3132948e+02    131    3.3083199e+00
   800    3.9999996e+01    1.3460990e+02    134    3.2804239e+00
   820    4.0999996e+01    1.3790220e+02    137    3.2922983e+00
   840    4.1999996e+01    1.4122324e+02    141    3.3210383e+00
   860    4.2999996e+01    1.4451126e+02    144    3.2880200e+00
   880    4.3999996e+01    1.4779638e+02    147    3.2851242e+00
   900    4.4999996e+01    1.5111694e+02    151    3.3205581e+00
   920    4.5999996e+01    1.5441678e+02    154    3.2998362e+00
   940    4.6999996e+01    1.5769986e+02    157    3.2830869e+00
   960    4.7999996e+01    1.6100926e+02    161    3.3093968e+00
   980    4.8999996e+01    1.6432452e+02    164    3.3152612e+00
  1000    4.9999996e+01    1.6760992e+02    167    3.2854007e+00
  1020    5.0999996e+01    1.7090737e+02    170    3.2974497e+00
  1040    5.1999996e+01    1.7423299e+02    174    3.3256222e+00
  1060    5.2999996e+01    1.7752450e+02    177    3.2915125e+00
  1080    5.3999996e+01    1.8081484e+02    180    3.2903338e+00
  1100    5.4999996e+01    1.8414106e+02    184    3.3262188e+00
  1120    5.5999996e+01    1.8744198e+02    187    3.3009276e+00
  1140    5.6999996e+01    1.9072923e+02    190    3.2872488e+00
  1160    5.7999996e+01    1.9404778e+02    194    3.3185499e+00
  1180    5.8999996e+01    1.9736105e+02    197    3.3132676e+00
  1200    5.9999996e+01    2.0064878e+02    200    3.2877290e+00
  1220    6.0999996e+01    2.0395496e+02    203    3.3061808e+00
  1240    6.1999996e+01    2.0728071e+02    207    3.3257531e+00
  1260    6.2999996e+01    2.1057205e+02    210    3.2913379e+00
  1280    6.3999996e+01    2.1386956e+02    213    3.2975079e+00
  1300    6.4999992e+01    2.1720011e+02    217    3.3305553e+00
  1320    6.5999992e+01    2.2049787e+02    220    3.2977553e+00
  1340    6.6999992e+01    2.2379015e+02    223    3.2922837e+00
  1360    6.7999992e+01    2.2711857e+02    227    3.3284161e+00
  1380    6.8999992e+01    2.3042528e+02    230    3.3067192e+00
  1400    6.9999992e+01    2.3371543e+02    233    3.2901446e+00
  1420    7.0999992e+01    2.3703543e+02    237    3.3200051e+00
  1440    7.1999992e+01    2.4035347e+02    240    3.3180406e+00
  1460    7.2999992e+01    2.4364424e+02    243    3.2907703e+00
  1480    7.3999992e+01    2.4695299e+02    246    3.3087420e+00
  1500    7.4999992e+01    2.5028188e+02    250    3.3288964e+00
  1520    7.5999992e+01    2.5369923e+02    253    3.4173429e+00
  1540    7.6999992e+01    2.5369923e+02    255    0.0000000e+00
  1560    7.7999992e+01    2.5369923e+02    255    0.0000000e+00
  1580    7.8999992e+01    2.5369923e+02    255    0.0000000e+00
  1600    7.9999992e+01    2.5369923e+02    255    0.0000000e+00
  1620    8.0999992e+01    2.5369923e+02    255    0.0000000e+00
  1640    8.1999992e+01    2.5369923e+02    255    0.0000000e+00
  1660    8.2999992e+01    2.5369923e+02    255    0.0000000e+00
  1680    8.3999992e+01    2.5369923e+02    255    0.0000000e+00
  1700    8.4999992e+01    2.5369923e+02    255    0.0000000e+00
  1720    8.5999992e+01    2.5369923e+02    255    0.0000000e+00
  1740    8.6999992e+01    2.5369923e+02    255    0.0000000e+00
  1760    8.7999992e+01    2.5369923e+02    255    0.0000000e+00
  1780    8.8999992e+01    2.5369923e+02    255    0.0000000e+00
  1800    8.9999992e+01    2.5369923e+02    255    0.0000000e+00
  1820    9.0999992e+01    2.5369923e+02    255    0.0000000e+00
  1840    9.1999992e+01    2.5369923e+02    255    0.0000000e+00
  1860    9.2999992e+01    2.5369923e+02    255    0.0000000e+00
  1880    9.3999992e+01    2.5369923e+02    255    0.0000000e+00
  1900    9.4999992e+01    2.5369923e+02    255    0.0000000e+00
  1920    9.5999992e+01    2.5369923e+02    255    0.0000000e+00
  1940    9.6999992e+01    2.5369923e+02    255    0.0000000e+00
  1960    9.7999992e+01    2.5369923e+02    255    0.0000000e+00
  1980    9.8999992e+01    2.5369923e+02    255    0.0000000e+00
  2000    9.9999992e+01    2.5369923e+02    255    0.0000000e+00
  2020    1.0099999e+02    2.5369923e+02    255    0.0000000e+00
  2040    1.0199999e+02    2.5369923e+02    255    0.0000000e+00
  2060    1.0299999e+02    2.5369923e+02    255    0.0000000e+00
  2080    1.0399999e+02    2.5369923e+02    255    0.0000000e+00
  2100    1.0499999e+02    2.5369923e+02    255    0.0000000e+00
  2120    1.0599999e+02    2.5369923e+02    255    0.0000000e+00
  2140    1.0699999e+02    2.5369923e+02    255    0.0000000e+00
  2160    1.0799999e+02    2.5369923e+02    255    0.0000000e+00
  2180    1.0899999e+02    2.5369923e+02    255    0.0000000e+00
  2200    1.0999999e+02    2.5369923e+02    255    0.0000000e+00
  2220    1.1099999e+02    2.5369923e+02    255    0.0000000e+00
  2240    1.1199999e+02    2.5369923e+02    255    0.0000000e+00
  2260    1.1299999e+02    2.5369923e+02    255    0.0000000e+00
  2280    1.1399999e+02    2.5369923e+02    255    0.0000000e+00
  2300    1.1499999e+02    2.5369923e+02    255    0.0000000e+00
  2320    1.1599999e+02    2.5369923e+02    255    0.0000000e+00
  2340    1.1699999e+02    2.5369923e+02    255    0.0000000e+00
  2360    1.1799999e+02    2.5369923e+02    255    0.0000000e+00
  2380    1.1899999e+02    2.5369923e+02    255    0.0000000e+00
  2400    1.1999999e+02    2.5369923e+02    255    0.0000000e+00
  2420    1.2099999e+02    2.5369923e+02    255    0.0000000e+00
  2440    1.2199999e+02    2.5369923e+02    255    0.0000000e+00
  2460    1.2299999e+02    2.5369923e+02    255    0.0000000e+00
  2480    1.2399999e+02    2.5369923e+02    255    0.0000000e+00
  2500    1.2499999e+02    2.5369923e+02    255    0.0000000e+00
  2520    1.2599999e+02    2.5369923e+02    255    0.0000000e+00
  2540    1.2699999e+02    2.5369923e+02    255    0.0000000e+00
  2560    1.2799999e+02    2.5369923e+02    255    0.0000000e+00
  2580    1.2899998e+02    2.5369923e+02    255    0.0000000e+00
  2600    1.2999998e+02    2.5369923e+02    255    0.0000000e+00
  2620    1.3099998e+02    2.5369923e+02    255    0.0000000e+00
  2640    1.3199998e+02    2.5369923e+02    255    0.0000000e+00
  2660    1.3299998e+02    2.5369923e+02    255    0.0000000e+00
  2680    1.3399998e+02    2.5369923e+02    255    0.0000000e+00
  2700    1.3499998e+02    2.5369923e+02    255    0.0000000e+00
  2720    1.3599998e+02    2.5369923e+02    255    0.0000000e+00
  2740    1.3699998e+02    2.5369923e+02    255    0.0000000e+00
  2760    1.3799998e+02    2.5369923e+02    255    0.0000000e+00
  2780    1.3899998e+02    2.5369923e+02    255    0.0000000e+00
  2800    1.3999998e+02    2.5369923e+02    255    0.0000000e+00
  2820    1.4099998e+02    2.5369923e+02    255    0.0000000e+00
  2840    1.4199998e+02    2.5369923e+02    255    0.0000000e+00
  2860    1.4299998e+02    2.5369923e+02    255    0.0000000e+00
  2880    1.4399998e+02    2.5369923e+02    255    0.0000000e+00
  2900    1.4499998e+02    2.5369923e+02    255    0.0000000e+00
  2920    1.4599998e+02    2.5369923e+02    255    0.0000000e+00
  2940    1.4699998e+02    2.5369923e+02    255    0.0000000e+00
  2960    1.4799998e+02    2.5369923e+02    255    0.0000000e+00
  2980    1.4899998e+02    2.5369923e+02    255    0.0000000e+00
  3000    1.4999998e+02    2.5369923e+02    255    0.0000000e+00
