   1.1118805e+01    6.4651034e+00
   1.2236035e+01    3.3932133e+00
   1.3377094e+01    2.9668258e+00
   1.4538884e+01    2.6416804e+00
   1.5718271e+01    2.3439563e+00
   1.6913582e+01    2.1402953e+00
   1.8123135e+01    1.9876697e+00
   1.9340876e+01    1.5054672e+00
   2.0566386e+01    1.1242526e+00
   2.1800835e+01    9.4822088e-01
   2.3045990e+01    1.0036343e+00
   2.4296663e+01    7.2610414e-01
   2.5550951e+01    3.6784756e-01
   2.6811544e+01    2.8225280e-01
   2.8081146e+01    4.5859717e-01
   2.9353301e+01    1.7314568e-01
   3.0627729e+01    9.3818162e-02
   3.1908261e+01    2.5950669e-02
   3.3195705e+01    1.3343660e-01
   3.4482742e+01    2.4762176e-01
   3.5772853e+01    3.3301213e-01
   3.7070426e+01    5.7694496e-02
   3.8368842e+01    2.7388166e-01
   3.9667691e+01    5.0327362e-01
   4.0972223e+01    3.1159631e-01
   4.2280641e+01    2.4461813e-01
   4.3587355e+01    5.9228381e-01
   4.4897944e+01    4.9929463e-01
   4.6214165e+01    2.6208370e-01
   4.7527861e+01    6.3688888e-01
   4.8843969e+01    6.2475991e-01
   5.0166349e+01    3.1075223e-01
   5.1486160e+01    6.6083031e-01
   5.2807271e+01    7.0899050e-01
   5.4134758e+01    3.6510306e-01
   5.5459859e+01    6.7908341e-01
   5.6785469e+01    7.6742311e-01
   5.8117370e+01    4.1273460e-01
   5.9447011e+01    6.9912336e-01
   6.0776671e+01    8.0845212e-01
   6.2112515e+01    4.4770275e-01
   6.3446016e+01    7.2568551e-01
   6.4779335e+01    8.3674973e-01
   6.6118759e+01    4.7056048e-01
   6.7455541e+01    7.5875563e-01
   6.8792200e+01    8.5428082e-01
   7.0134876e+01    4.8520347e-01
   7.1474438e+01    7.9860571e-01
   7.2814197e+01    8.6067974e-01
   7.4159798e+01    4.9682195e-01
   7.5501754e+01    8.4125108e-01
   7.6844444e+01    8.5499843e-01
   7.8192628e+01    5.1061870e-01
   7.9536672e+01    8.8453761e-01
   8.0882215e+01    8.3433604e-01
   8.2232560e+01    5.3589233e-01
   8.3578489e+01    9.2397857e-01
   8.4926884e+01    7.9571813e-01
   8.6278917e+01    5.7909927e-01
   8.7626620e+01    9.5509505e-01
   8.8977948e+01    7.3569800e-01
   9.0331101e+01    6.4951263e-01
   9.1680566e+01    9.7294738e-01
   9.3034905e+01    6.5638957e-01
   9.4388612e+01    7.4900941e-01
   9.5739910e+01    9.7283029e-01
   9.7096847e+01    5.9625949e-01
   9.8451019e+01    8.4349284e-01
   9.9804303e+01    9.5035836e-01
   1.0116326e+02    5.6838416e-01
   1.0251799e+02    9.2131047e-01
   1.0387349e+02    9.0091239e-01
   1.0523378e+02    5.8291628e-01
   1.0658923e+02    9.7708679e-01
   1.0794727e+02    8.1925610e-01
   1.0930808e+02    6.4830706e-01
   1.1066451e+02    1.0058479e+00
   1.1202545e+02    7.0438436e-01
   1.1338594e+02    7.6818501e-01
   1.1474369e+02    1.0030607e+00
   1.1610704e+02    6.1748516e-01
   1.1746715e+02    8.8687003e-01
   1.1882661e+02    9.6358481e-01
   1.2019149e+02    5.9115908e-01
   1.2155159e+02    9.7099990e-01
   1.2291326e+02    8.8231589e-01
   1.2427865e+02    6.3325809e-01
   1.2563918e+02    1.0183701e+00
   1.2700357e+02    7.5793588e-01
   1.2836840e+02    7.5022996e-01
   1.2972987e+02    1.0219379e+00
   1.3109681e+02    6.4216618e-01
   1.3246070e+02    8.8961948e-01
   1.3382366e+02    9.8112103e-01
   1.3519204e+02    6.0374610e-01
   1.3655552e+02    9.8618042e-01
   1.3792062e+02    8.8791628e-01
   1.3928920e+02    6.5235975e-01
   1.4065289e+02    1.0336691e+00
   1.4202078e+02    7.4306895e-01
   1.4338832e+02    7.8951348e-01
   1.4475286e+02    1.0291279e+00
   1.4612304e+02    6.3278783e-01
   1.4748942e+02    9.3107349e-01
   1.4885556e+02    9.6756672e-01
   1.5022667e+02    6.1898368e-01
   1.5159260e+02    1.0181570e+00
   1.5296112e+02    8.4421096e-01
   1.5433173e+02    7.0697209e-01
   1.5569798e+02    1.0454112e+00
   1.5706931e+02    6.8754516e-01
   1.5843836e+02    8.7164854e-01
   1.5980571e+02    1.0119734e+00
   1.6117860e+02    6.2064266e-01
   1.6254665e+02    9.9124655e-01
   1.6391599e+02    9.1182094e-01
   1.6528890e+02    6.6346552e-01
   1.6665680e+02    1.0474457e+00
   1.6802899e+02    7.4560764e-01
   1.6940036e+02    8.1951673e-01
   1.7076898e+02    1.0359490e+00
   1.7214323e+02    6.3551125e-01
   1.7351317e+02    9.6640287e-01
   1.7488346e+02    9.5277231e-01
   1.7625812e+02    6.4514784e-01
   1.7762753e+02    1.0440217e+00
   1.7900049e+02    7.9528539e-01
   1.8037386e+02    7.7777332e-01
   1.8174370e+02    1.0490503e+00
   1.8311909e+02    6.5372535e-01
   1.8449065e+02    9.4642221e-01
   1.8586195e+02    9.7737712e-01
   1.8723804e+02    6.3756429e-01
   1.8860878e+02    1.0409784e+00
   1.8998257e+02    8.2846138e-01
   1.9135754e+02    7.5302197e-01
   1.9272850e+02    1.0579532e+00
   1.9410493e+02    6.6799453e-01
   1.9547787e+02    9.3355358e-01
   1.9685016e+02    9.9210631e-01
   1.9822743e+02    6.3742312e-01
   1.9959935e+02    1.0392885e+00
   2.0097406e+02    8.4496972e-01
   2.0235027e+02    7.4391118e-01
   2.0372230e+02    1.0613434e+00
   2.0509971e+02    6.7587560e-01
   2.0647378e+02    9.3055012e-01
   2.0784704e+02    9.9869538e-01
   2.0922534e+02    6.3894140e-01
   2.1059829e+02    1.0405544e+00
