    20    1.0000000e+00    1.3109285e+02
    40    2.0000000e+00    1.7150122e+02
    60    3.0000000e+00    2.1848265e+02
    80    4.0000000e+00    2.7207483e+02
   100    5.0000000e+00    3.3232999e+02
   120    6.0000000e+00    3.9929881e+02
   140    7.0000000e+00    4.7302758e+02
   160    8.0000000e+00    5.5355774e+02
   180    9.0000000e+00    6.4092619e+02
   200    1.0000000e+01    7.3516579e+02
   220    1.1000000e+01    8.3630582e+02
   240    1.2000000e+01    9.4437240e+02
   260    1.3000000e+01    1.0593890e+03
   280    1.4000000e+01    1.1813766e+03
   300    1.5000000e+01    1.3103542e+03
   320    1.6000000e+01    1.4463392e+03
   340    1.7000000e+01    1.5893470e+03
   360    1.8000000e+01    1.7393920e+03
   380    1.9000000e+01    1.8964871e+03
   400    2.0000000e+01    2.0606445e+03
   420    2.1000000e+01    2.2318750e+03
   440    2.2000000e+01    2.4101889e+03
   460    2.3000000e+01    2.5955956e+03
   480    2.4000000e+01    2.7881038e+03
   500    2.5000000e+01    2.9877218e+03
   520    2.6000000e+01    3.1944569e+03
   540    2.7000000e+01    3.4083165e+03
   560    2.8000000e+01    3.6293071e+03
   580    2.9000000e+01    3.8574349e+03
   600    3.0000000e+01    4.0927059e+03
   620    3.1000000e+01    4.3351255e+03
   640    3.2000000e+01    4.5846991e+03
   660    3.3000000e+01    4.8414314e+03
   680    3.4000000e+01    5.1053272e+03
   700    3.5000000e+01    5.3763909e+03
   720    3.6000000e+01    5.6546268e+03
   740    3.7000000e+01    5.9400388e+03
   760    3.8000000e+01    6.2326306e+03
   780    3.9000000e+01    6.5324060e+03
   800    4.0000000e+01    6.8393684e+03
   820    4.1000000e+01    7.1535211e+03
   840    4.2000000e+01    7.4748672e+03
   860    4.3000000e+01    7.8034098e+03
   880    4.4000000e+01    8.1391517e+03
   900    4.5000000e+01    8.4820958e+03
   920    4.6000000e+01    8.8322446e+03
   940    4.7000000e+01    9.1896007e+03
   960    4.8000000e+01    9.5541667e+03
   980    4.9000000e+01    9.9259448e+03
  1000    5.0000000e+01    1.0304937e+04
  1020    5.1000000e+01    1.0691146e+04
  1040    5.2000000e+01    1.1084574e+04
  1060    5.3000000e+01    1.1485223e+04
  1080    5.4000000e+01    1.1893094e+04
  1100    5.5000000e+01    1.2308190e+04
  1120    5.6000000e+01    1.2730512e+04
  1140    5.7000000e+01    1.3160063e+04
  1160    5.8000000e+01    1.3596843e+04
  1180    5.9000000e+01    1.4040855e+04
  1200    6.0000000e+01    1.4492100e+04
  1220    6.1000000e+01    1.4950580e+04
  1240    6.2000000e+01    1.5416296e+04
  1260    6.3000000e+01    1.5889250e+04
  1280    6.4000000e+01    1.6369443e+04
  1300    6.5000000e+01    1.6856876e+04
  1320    6.6000000e+01    1.7351551e+04
  1340    6.7000000e+01    1.7853469e+04
  1360    6.8000000e+01    1.8362632e+04
  1380    6.9000000e+01    1.8879040e+04
  1400    7.0000000e+01    1.9402695e+04
  1420    7.1000000e+01    1.9933598e+04
  1440    7.2000000e+01    2.0471750e+04
  1460    7.3000000e+01    2.1017152e+04
  1480    7.4000000e+01    2.1569806e+04
  1500    7.5000000e+01    2.2129712e+04
  1520    7.6000000e+01    2.2696871e+04
  1540    7.7000000e+01    2.3271284e+04
  1560    7.8000000e+01    2.3852953e+04
  1580    7.9000000e+01    2.4441877e+04
  1600    8.0000000e+01    2.5038059e+04
  1620    8.1000000e+01    2.5641499e+04
  1640    8.2000000e+01    2.6252198e+04
  1660    8.3000000e+01    2.6870157e+04
  1680    8.4000000e+01    2.7495376e+04
  1700    8.5000000e+01    2.8127857e+04
  1720    8.6000000e+01    2.8767600e+04
  1740    8.7000000e+01    2.9414605e+04
  1760    8.8000000e+01    3.0068875e+04
  1780    8.9000000e+01    3.0730409e+04
  1800    9.0000000e+01    3.1399209e+04
  1820    9.1000000e+01    3.2075274e+04
  1840    9.2000000e+01    3.2758606e+04
  1860    9.3000000e+01    3.3449205e+04
  1880    9.4000000e+01    3.4147073e+04
  1900    9.5000000e+01    3.4852209e+04
  1920    9.6000000e+01    3.5564614e+04
  1940    9.7000000e+01    3.6284289e+04
  1960    9.8000000e+01    3.7011235e+04
  1980    9.9000000e+01    3.7745452e+04
  2000    1.0000000e+02    3.8486941e+04
  2020    1.0100000e+02    3.9235702e+04
  2040    1.0200000e+02    3.9991736e+04
  2060    1.0300000e+02    4.0755044e+04
  2080    1.0400000e+02    4.1525626e+04
  2100    1.0500000e+02    4.2303482e+04
  2120    1.0600000e+02    4.3088613e+04
  2140    1.0700000e+02    4.3881020e+04
  2160    1.0800000e+02    4.4680704e+04
  2180    1.0900000e+02    4.5487663e+04
  2200    1.1000000e+02    4.6301901e+04
  2220    1.1100000e+02    4.7123419e+04
  2240    1.1200000e+02    4.7952240e+04
  2260    1.1300000e+02    4.8788532e+04
  2280    1.1400000e+02    4.9633397e+04
  2300    1.1500000e+02    5.0491508e+04
  2320    1.1600000e+02    5.1351389e+04
  2340    1.1700000e+02    5.2139168e+04
  2360    1.1800000e+02    5.2851774e+04
  2380    1.1900000e+02    5.3514521e+04
  2400    1.2000000e+02    5.4139375e+04
  2420    1.2100000e+02    5.4732578e+04
  2440    1.2200000e+02    5.5298079e+04
  2460    1.2300000e+02    5.5838666e+04
  2480    1.2400000e+02    5.6356440e+04
  2500    1.2500000e+02    5.6853055e+04
  2520    1.2600000e+02    5.7329850e+04
  2540    1.2700000e+02    5.7787935e+04
  2560    1.2800000e+02    5.8228249e+04
  2580    1.2900000e+02    5.8651597e+04
  2600    1.3000000e+02    5.9058678e+04
  2620    1.3100000e+02    5.9450103e+04
  2640    1.3200000e+02    5.9826414e+04
  2660    1.3300000e+02    6.0188092e+04
  2680    1.3400000e+02    6.0535572e+04
  2700    1.3500000e+02    6.0869242e+04
  2720    1.3600000e+02    6.1189457e+04
  2740    1.3700000e+02    6.1496540e+04
  2760    1.3800000e+02    6.1790784e+04
  2780    1.3900000e+02    6.2072461e+04
  2800    1.4000000e+02    6.2341820e+04
  2820    1.4100000e+02    6.2599091e+04
  2840    1.4200000e+02    6.2844488e+04
  2860    1.4300000e+02    6.3078210e+04
  2880    1.4400000e+02    6.3300442e+04
  2900    1.4500000e+02    6.3511355e+04
  2920    1.4600000e+02    6.3711111e+04
  2940    1.4700000e+02    6.3899862e+04
  2960    1.4800000e+02    6.4077750e+04
  2980    1.4900000e+02    6.4244908e+04
  3000    1.5000000e+02    6.4401462e+04
