  1860    1.4880002e-01    5.0528793e+00    0.0000000e+00
  1880    1.5040001e-01    5.0528793e+00    0.0000000e+00
  1900    1.5200001e-01    5.0528793e+00    0.0000000e+00
  1920    1.5360001e-01    5.0528793e+00    0.0000000e+00
  1940    1.5520000e-01    5.0528793e+00    0.0000000e+00
  1960    1.5680002e-01    5.0528793e+00    0.0000000e+00
  1980    1.5840001e-01    5.0528793e+00    0.0000000e+00
  2000    1.6000001e-01    5.0528793e+00    0.0000000e+00
  2020    1.6160001e-01    5.0528793e+00    0.0000000e+00
  2040    1.6320001e-01    5.0528793e+00    0.0000000e+00
  2060    1.6480002e-01    5.0528793e+00    0.0000000e+00
  2080    1.6640002e-01    5.0528793e+00    0.0000000e+00
  2100    1.6800001e-01    5.0528793e+00    0.0000000e+00
  2120    1.6960001e-01    5.0528793e+00    0.0000000e+00
  2140    1.7120001e-01    5.0528793e+00    0.0000000e+00
  2160    1.7280000e-01    5.0528793e+00    0.0000000e+00
  2180    1.7440002e-01    5.0528793e+00    0.0000000e+00
  2200    1.7600001e-01    5.0528793e+00    0.0000000e+00
  2220    1.7760001e-01    5.0528793e+00    0.0000000e+00
  2240    1.7920001e-01    5.0528793e+00    0.0000000e+00
  2260    1.8080001e-01    5.0528793e+00    0.0000000e+00
  2280    1.8240002e-01    5.0528793e+00    0.0000000e+00
  2300    1.8400002e-01    5.0528793e+00    0.0000000e+00
  2320    1.8560001e-01    5.0528793e+00    0.0000000e+00
  2340    1.8720001e-01    5.0528793e+00    0.0000000e+00
  2360    1.8880001e-01    5.0528793e+00    0.0000000e+00
  2380    1.9040002e-01    5.0528793e+00    0.0000000e+00
  2400    1.9200002e-01    5.0528793e+00    0.0000000e+00
  2420    1.9360001e-01    5.0528793e+00    0.0000000e+00
  2440    1.9520001e-01    5.0528793e+00    0.0000000e+00
  2460    1.9680001e-01    5.0528793e+00    0.0000000e+00
  2480    1.9840001e-01    5.0528793e+00    0.0000000e+00
  2500    2.0000002e-01    5.0528793e+00    0.0000000e+00
  2520    2.0160002e-01    5.0528793e+00    0.0000000e+00
  2540    2.0320001e-01    5.0528793e+00    0.0000000e+00
  2560    2.0480001e-01    5.0528793e+00    0.0000000e+00
  2580    2.0640001e-01    5.0528793e+00    0.0000000e+00
  2600    2.0800002e-01    5.0528793e+00    0.0000000e+00
  2620    2.0960002e-01    5.0528793e+00    0.0000000e+00
  2640    2.1120001e-01    5.0528793e+00    0.0000000e+00
  2660    2.1280001e-01    5.0528793e+00    0.0000000e+00
  2680    2.1440001e-01    5.0528793e+00    0.0000000e+00
  2700    2.1600002e-01    5.0528793e+00    0.0000000e+00
  2720    2.1760002e-01    5.0528793e+00    0.0000000e+00
  2740    2.1920002e-01    5.0528793e+00    0.0000000e+00
  2760    2.2080001e-01    5.0528793e+00    0.0000000e+00
  2780    2.2240001e-01    5.0528793e+00    0.0000000e+00
  2800    2.2400002e-01    5.0528793e+00    0.0000000e+00
  2820    2.2560002e-01    5.0528793e+00    0.0000000e+00
  2840    2.2720002e-01    5.0528793e+00    0.0000000e+00
  2860    2.2880001e-01    5.0528793e+00    0.0000000e+00
  2880    2.3040001e-01    5.0528793e+00    0.0000000e+00
  2900    2.3200001e-01    5.0528793e+00    0.0000000e+00
  2920    2.3360002e-01    5.0528793e+00    0.0000000e+00
  2940    2.3520002e-01    5.0528793e+00    0.0000000e+00
  2960    2.3680001e-01    5.0528793e+00    0.0000000e+00
  2980    2.3840001e-01    5.0528793e+00    0.0000000e+00
  3000    2.4000001e-01    5.0528793e+00    0.0000000e+00
