    20    1.6000001e-03    5.9944132e-02
    40    3.2000002e-03    8.9800011e-02
    60    4.8000002e-03    1.2619711e-01
    80    6.4000003e-03    1.6920976e-01
   100    8.0000004e-03    2.1889135e-01
   120    9.6000005e-03    2.7528253e-01
   140    1.1200001e-02    3.3841530e-01
   160    1.2800001e-02    4.0831566e-01
   180    1.4400001e-02    4.8500509e-01
   200    1.6000001e-02    5.6850130e-01
   220    1.7600002e-02    6.5881922e-01
   240    1.9200001e-02    7.5597198e-01
   260    2.0800002e-02    8.5997115e-01
   280    2.2400001e-02    9.7082652e-01
   300    2.4000002e-02    1.0885465e+00
   320    2.5600001e-02    1.2131392e+00
   340    2.7200002e-02    1.3446117e+00
   360    2.8800001e-02    1.4829702e+00
   380    3.0400002e-02    1.6282199e+00
   400    3.2000002e-02    1.7803666e+00
   420    3.3600003e-02    1.9394150e+00
   440    3.5200004e-02    2.1053690e+00
   460    3.6800001e-02    2.2782326e+00
   480    3.8400002e-02    2.4580100e+00
   500    4.0000003e-02    2.6447044e+00
   520    4.1600004e-02    2.8383185e+00
   540    4.3200001e-02    3.0388556e+00
   560    4.4800002e-02    3.2463188e+00
   580    4.6400003e-02    3.4607101e+00
   600    4.8000004e-02    3.6820319e+00
   620    4.9600001e-02    3.9102869e+00
   640    5.1200002e-02    4.1454772e+00
   660    5.2800003e-02    4.3876041e+00
   680    5.4400004e-02    4.6366702e+00
   700    5.6000005e-02    4.8926774e+00
   720    5.7600003e-02    5.1556268e+00
   740    5.9200004e-02    5.4255202e+00
   760    6.0800005e-02    5.7023595e+00
   780    6.2400006e-02    5.9861459e+00
   800    6.4000003e-02    6.2768804e+00
   820    6.5600008e-02    6.5745650e+00
   840    6.7200005e-02    6.8792008e+00
   860    6.8800002e-02    7.1907884e+00
   880    7.0400007e-02    7.5093295e+00
   900    7.2000004e-02    7.8348255e+00
   920    7.3600002e-02    8.1672768e+00
   940    7.5200006e-02    8.5066844e+00
   960    7.6800004e-02    8.8530500e+00
   980    7.8400008e-02    9.2063740e+00
  1000    8.0000006e-02    9.5666570e+00
  1020    8.1600003e-02    9.9339006e+00
  1040    8.3200008e-02    1.0308105e+01
  1060    8.4800005e-02    1.0689272e+01
  1080    8.6400002e-02    1.1077401e+01
  1100    8.8000007e-02    1.1472493e+01
  1120    8.9600004e-02    1.1874550e+01
  1140    9.1200009e-02    1.2283571e+01
  1160    9.2800006e-02    1.2699558e+01
  1180    9.4400004e-02    1.3122511e+01
  1200    9.6000008e-02    1.3552431e+01
  1220    9.7600006e-02    1.3989318e+01
  1240    9.9200003e-02    1.4433173e+01
  1260    1.0080001e-01    1.4883996e+01
  1280    1.0240000e-01    1.5341789e+01
  1300    1.0400001e-01    1.5806552e+01
  1320    1.0560001e-01    1.6278284e+01
  1340    1.0720000e-01    1.6756987e+01
  1360    1.0880001e-01    1.7242661e+01
  1380    1.1040001e-01    1.7735307e+01
  1400    1.1200001e-01    1.8234925e+01
  1420    1.1360001e-01    1.8741515e+01
  1440    1.1520001e-01    1.9255079e+01
  1460    1.1680001e-01    1.9775615e+01
  1480    1.1840001e-01    2.0303276e+01
  1500    1.2000000e-01    2.0835405e+01
  1520    1.2160001e-01    2.1288230e+01
  1540    1.2320001e-01    2.1691053e+01
  1560    1.2480001e-01    2.2060215e+01
  1580    1.2640001e-01    2.2402371e+01
  1600    1.2800001e-01    2.2721417e+01
  1620    1.2960000e-01    2.3019966e+01
  1640    1.3120002e-01    2.3299920e+01
  1660    1.3280001e-01    2.3562729e+01
  1680    1.3440001e-01    2.3809542e+01
  1700    1.3600001e-01    2.4041294e+01
  1720    1.3760000e-01    2.4258761e+01
  1740    1.3920000e-01    2.4462598e+01
  1760    1.4080001e-01    2.4653367e+01
  1780    1.4240001e-01    2.4831552e+01
  1800    1.4400001e-01    2.4997578e+01
  1820    1.4560001e-01    2.5151819e+01
  1840    1.4720000e-01    2.5294606e+01
  1860    1.4880002e-01    2.5426236e+01
  1880    1.5040001e-01    2.5546975e+01
  1900    1.5200001e-01    2.5657062e+01
  1920    1.5360001e-01    2.5756715e+01
  1940    1.5520000e-01    2.5846133e+01
  1960    1.5680002e-01    2.5925496e+01
  1980    1.5840001e-01    2.5994971e+01
  2000    1.6000001e-01    2.6054708e+01
  2020    1.6160001e-01    2.6104850e+01
  2040    1.6320001e-01    2.6145525e+01
